Numero_Linha_Original,Problema,Conteudo_Linha
358111,"Esperava 91 colunas, encontrou 93","['OI', '10283223/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 16:21:03', '07/04/2025 14:54:31', '07/04/2025 14:54:31', '17/03/2025 11:25:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para Z02', '0', '10283223/25', '2', '0', '0', 'Rodrigo Rodrigues Felizardo 11 980569218 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'CUU/IP/00106', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' CUU/IP/00106', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358112,"Esperava 91 colunas, encontrou 93","['OI', '10283223/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Solicitação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 16:21:03', '07/04/2025 14:57:25', '07/04/2025 14:54:31', '17/03/2025 11:25:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Correção aplicada.  Por favor,', '0', '10283223/25', '2', '0', '0', 'Rodrigo Rodrigues Felizardo 11 980569218 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'CUU/IP/00106', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' CUU/IP/00106', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358113,"Esperava 91 colunas, encontrou 93","['OI', '10283223/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 16:21:03', '07/04/2025 14:57:25', '07/04/2025 14:57:25', '17/03/2025 11:25:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para Z16', '0', '10283223/25', '2', '0', '0', 'Rodrigo Rodrigues Felizardo 11 980569218 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'CUU/IP/00106', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' CUU/IP/00106', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358114,"Esperava 91 colunas, encontrou 93","['OI', '10283223/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Solicitação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 16:21:03', '10/04/2025 18:13:05', '07/04/2025 14:57:25', '17/03/2025 11:25:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283223/25', '2', '0', '0', 'Rodrigo Rodrigues Felizardo 11 980569218 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'CUU/IP/00106', '', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' CUU/IP/00106', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358115,"Esperava 91 colunas, encontrou 93","['OI', '10283223/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 16:21:03', '10/04/2025 18:13:05', '10/04/2025 18:13:05', '17/03/2025 11:25:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F10', '0', '10283223/25', '2', '0', '0', 'Rodrigo Rodrigues Felizardo 11 980569218 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'CUU/IP/00106', '', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' CUU/IP/00106', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358116,"Esperava 91 colunas, encontrou 93","['OI', '10283223/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'RODRIGO RODRIGUES FELIZARDO', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 16:21:03', '', '10/04/2025 18:13:05', '17/03/2025 11:25:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F10', '0', '10283223/25', '2', '0', '0', 'Rodrigo Rodrigues Felizardo 11 980569218 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'CUU/IP/00106', '', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' CUU/IP/00106', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358117,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 16:24:59', '14/03/2025 16:24:59', '14/03/2025 16:24:59', '14/03/2025 16:24:59', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-62 Cliente :', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358118,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'VANIA LEONOR PEREIRA PRADO', 'Ativação', 'Validação Corporativo SP', 'TOP1', '2880', '14/03/2025 16:24:59', '17/03/2025 12:06:05', '14/03/2025 16:24:59', '17/03/2025 11:31:24', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Observações: OS : RITM0795473-', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358119,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ADRIANO LUIS PERON', 'Ativação', 'PVT STAR 21 (CS)', 'TOP1', '2880', '14/03/2025 16:24:59', '17/03/2025 14:58:50', '17/03/2025 12:06:05', '17/03/2025 14:26:22', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para o G', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358120,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ADRIANO LUIS PERON', 'Ativação', 'PVT STAR 21 (CS)', 'TOP1', '2880', '14/03/2025 16:24:59', '17/03/2025 14:59:25', '17/03/2025 14:58:50', '17/03/2025 14:59:10', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'CIR: 2468834', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358121,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 16:24:59', '17/03/2025 14:59:25', '17/03/2025 14:59:25', '17/03/2025 14:59:10', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para CHR', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358122,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Ativação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 16:24:59', '21/03/2025 14:08:45', '17/03/2025 14:59:25', '17/03/2025 14:59:10', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para o G', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358123,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Ativação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 16:24:59', '21/03/2025 14:09:32', '21/03/2025 14:08:45', '21/03/2025 14:09:11', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Cancelamento Definitivo,  Soli', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358124,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Ativação', 'Cancelamento Centralizado', 'TOP1', '2880', '14/03/2025 16:24:59', '21/03/2025 14:11:31', '21/03/2025 14:09:32', '21/03/2025 14:09:47', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados EC,  Solicitação: Can', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358125,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 16:24:59', '21/03/2025 14:11:31', '21/03/2025 14:11:31', '21/03/2025 14:09:47', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358126,"Esperava 91 colunas, encontrou 94","['OI', '10283227/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948172673', '000000161114861', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 16:24:59', '', '21/03/2025 14:11:31', '21/03/2025 14:09:47', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283227/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'VOLUY ', ' 26678', '', 'TAD', 'MIM', 'MG', 'MANHUMIRIM', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' VOLUY ', ' 26678', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358136,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'RODRIGO RODRIGUES FELIZARDO', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 16:26:11', '14/03/2025 16:26:11', '14/03/2025 16:26:11', '14/03/2025 16:26:11', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Velocidade :  RITM0795473-196 ', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', '', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358137,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Solicitação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 16:26:11', '17/03/2025 12:00:06', '14/03/2025 16:26:11', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados  Favor realizar a exc', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', '', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358138,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Solicitação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 16:26:11', '07/04/2025 10:59:59', '17/03/2025 12:00:06', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para Z02', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358139,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Solicitação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 16:26:11', '07/04/2025 15:09:01', '07/04/2025 10:59:59', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', '#INN FLAG_SITE#    Executar sc', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358140,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 16:26:11', '07/04/2025 15:09:01', '07/04/2025 15:09:01', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para Z02', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358141,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Solicitação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 16:26:11', '07/04/2025 15:12:01', '07/04/2025 15:09:01', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Correção aplicada.  Por favor,', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358142,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 16:26:11', '07/04/2025 15:12:01', '07/04/2025 15:12:01', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para Z16', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', 'GSI-INN FT', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358143,"Esperava 91 colunas, encontrou 93","['OI', '10283238/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948000112', '000000161110000', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Solicitação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 16:26:11', '10/04/2025 18:14:29', '07/04/2025 15:12:01', '17/03/2025 11:45:13', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F105614', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283238/25', '2', '0', '0', 'larissa 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'MDD/IP/00004', '', 'TAD', 'OCO', 'SP', 'SAO PAULO', '', 'F105614', 'Planejamento - Telco', 'Velocidade :  RIT', 'BLD ', ' EBT ', ' <MDD/IP/00004>', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
